aircraft_reg_num,Identifier,Flight.Number,Arr.Dep.Flag,New.Bay,TimeNow,Flht_Sch_Date_Frmt,CancelledFlight,delayMinutes,aircraftSwap,flightID,schd_dest,Flht_ETAETD_Date_Frmt,aircraft_reg_num_old,Conflict,IsFlagship,IsPartOfPair,aircraft_type,NewBay_prev,IsUSFlight,BestInsert,PaxConnBestInsert
A0WVU,EK0087_2016-12-28_D_04,EK0087,D,D01,28/12/2016 03:00,28/12/2016 04:25,0,35,,FL-EK-0087-20161228-DXB-ZRH-0,ZRH,28/12/2016 05:00,A0WVU,0,0,0,A380,D01,0,none,1.00E+10
A0WVV,EK0342_2016-12-28_D_06,EK0342,D,A08,28/12/2016 03:00,28/12/2016 06:15,0,119,,FL-EK-0342-20161228-DXB-KUL-0,KUL,28/12/2016 08:14,A0WVV,0,0,0,A380,A08,0,none,1.00E+10
A0WVW,EK0703_2016-12-29_D_06,EK0703,D,HGRH,28/12/2016 03:00,29/12/2016 06:15,0,0,,FL-EK-0703-20161229-DXB-MRU-0,MRU,29/12/2016 06:15,A0WVW,0,0,0,A380,HGRH,0,none,1.00E+10
A0WVX,EK0039_2016-12-29_D_03,EK0039,D,C26,28/12/2016 03:00,29/12/2016 03:25,0,0,,FL-EK-0039-20161229-DXB-BHX-0,BHX,29/12/2016 03:25,A0WVX,0,0,0,A380,C26,0,none,1.00E+10
A0WVX,EK0151_2016-12-28_D_04,EK0151,D,A02,28/12/2016 03:00,28/12/2016 04:20,0,59,,FL-EK-0151-20161228-DXB-CPH-0,CPH,28/12/2016 05:19,A0WVX,0,0,0,A380,A02,0,none,1.00E+10
A0WVY,EK0448_2016-12-28_D_06,EK0448,D,D10,28/12/2016 03:00,28/12/2016 06:05,0,119,,FL-EK-0448-20161228-DXB-AKL-0,AKL,28/12/2016 08:04,A0WVY,0,0,0,A380,D10,0,none,1.00E+10
A0WWA,EK0352_2016-12-28_D_17,EK0352,D,B19,28/12/2016 03:00,28/12/2016 17:30,0,0,,FL-EK-0352-20161228-DXB-SIN-0,SIN,28/12/2016 17:30,A0WWA,0,0,0,B7773ER,B19,0,none,1.00E+10
A0WWA,EK0044_2016-12-28_A_15,EK0044,A,B19,28/12/2016 03:00,28/12/2016 15:00,0,0,,FL-EK-0044-20161228-FRA-DXB-0,DXB,28/12/2016 15:00,A0WWA,0,0,0,B7773ER,B19,0,none,1.00E+10
A0WWB,EK2809_2016-12-28_D_10,EK2809,D,A03,28/12/2016 03:00,28/12/2016 10:15,0,0,,FL-EK-2809-20161228-DXB-MED-0,MED,28/12/2016 10:15,A0WWB,1,0,0,B7773ER,A03,0,B01,267.4032022
A0WWB,EK2810_2016-12-28_A_17,EK2810,A,C29,28/12/2016 03:00,28/12/2016 17:20,0,0,,FL-EK-2810-20161228-MED-DXB-0,DXB,28/12/2016 17:20,A0WWB,0,0,0,B7773ER,C29,0,none,1.00E+10
A0WWC,EK0568_2016-12-28_D_17,EK0568,D,F27,28/12/2016 03:00,28/12/2016 17:50,0,0,,FL-EK-0568-20161228-DXB-BLR-0,BLR,28/12/2016 17:50,A0WWC,0,0,0,B7773ER,F27,0,none,1.00E+10
A0WWC,EK0902_2016-12-28_A_12,EK0902,A,F27,28/12/2016 03:00,28/12/2016 12:05,0,170,,FL-EK-0902-20161228-AMM-DXB-0,DXB,28/12/2016 14:55,A0WWC,0,0,0,B7773ER,F27,0,none,1.00E+10
A0WWC,EK0901_2016-12-28_D_04,EK0901,D,G17,28/12/2016 03:00,28/12/2016 04:00,0,180,,FL-EK-0901-20161228-DXB-AMM-0,AMM,28/12/2016 07:00,A0WWC,0,0,0,B7773ER,G17,0,none,1.00E+10
A0WWD,EK0350_2016-12-28_D_16,EK0350,D,D09,28/12/2016 03:00,28/12/2016 16:15,0,0,,FL-EK-0350-20161228-DXB-BKK-0,BKK,28/12/2016 16:15,A0WWD,0,0,0,B7773ER,D09,0,none,1.00E+10
A0WWD,EK0353_2016-12-28_A_09,EK0353,A,F07,28/12/2016 03:00,28/12/2016 09:45,0,0,,FL-EK-0353-20161228-SIN-DXB-0,DXB,28/12/2016 09:45,A0WWD,0,0,0,B7773ER,F07,0,none,1.00E+10
A0WWF,EK0546_2016-12-28_D_10,EK0546,D,D08,28/12/2016 03:00,28/12/2016 10:45,0,0,,FL-EK-0546-20161228-DXB-MAA-0,MAA,28/12/2016 10:45,A0WWF,0,0,0,B7773ER,D08,0,none,1.00E+10
A0WWF,EK0527_2016-12-28_A_08,EK0527,A,D08,28/12/2016 03:00,28/12/2016 08:40,0,0,,FL-EK-0527-20161228-HYD-DXB-0,DXB,28/12/2016 08:40,A0WWF,0,0,0,B7773ER,D08,0,none,1.00E+10
A0WWG,EK0511_2016-12-28_A_09,EK0511,A,F17,28/12/2016 03:00,28/12/2016 09:00,0,0,,FL-EK-0511-20161228-DEL-DXB-0,DXB,28/12/2016 09:00,A0WWG,1,0,0,B7773ER,F17,0,A10,267.4032022
A0WWG,EK0721_2016-12-28_D_12,EK0721,D,D03,28/12/2016 03:00,28/12/2016 12:10,0,0,,FL-EK-0721-20161228-DXB-NBO-0,NBO,28/12/2016 12:10,A0WWG,0,0,0,B7773ER,D03,0,none,1.00E+10
A0WWH,EK0025_2016-12-28_D_10,EK0025,D,A04,28/12/2016 03:00,28/12/2016 10:45,0,0,,FL-EK-0025-20161228-DXB-GLA-0,GLA,28/12/2016 10:45,A0WWH,1,0,0,B7773ER,A04,0,B01,267.4032022
A0WWI,EK0903_2016-12-28_D_10,EK0903,D,D02,28/12/2016 03:00,28/12/2016 10:05,0,0,,FL-EK-0903-20161228-DXB-AMM-0,AMM,28/12/2016 10:05,A0WWI,0,0,0,B7773ER,D02,0,none,1.00E+10
A0WWI,EK0502_2016-12-29_D_09,EK0502,D,HGR,28/12/2016 03:00,29/12/2016 09:10,0,0,,FL-EK-0502-20161229-DXB-BOM-0,BOM,29/12/2016 09:10,A0WWI,0,0,0,B7773ER,HGR,0,none,1.00E+10
A0WWI,EK0505_2016-12-28_A_08,EK0505,A,D02,28/12/2016 03:00,28/12/2016 08:10,0,0,,FL-EK-0505-20161228-BOM-DXB-0,DXB,28/12/2016 08:10,A0WWI,0,0,0,B7773ER,D02,0,none,1.00E+10
A0WWI,EK0904_2016-12-28_A_17,EK0904,A,F04,28/12/2016 03:00,28/12/2016 17:45,0,0,,FL-EK-0904-20161228-AMM-DXB-0,DXB,28/12/2016 17:45,A0WWI,0,0,0,B7773ER,F04,0,none,1.00E+10
A0WWJ,EK0613_2016-12-28_A_10,EK0613,A,F05,28/12/2016 03:00,28/12/2016 10:55,0,0,,FL-EK-0613-20161228-ISB-DXB-0,DXB,28/12/2016 10:55,A0WWJ,0,0,0,B7773ER,F05,0,none,1.00E+10
A0WWJ,EK0584_2016-12-28_D_12,EK0584,D,F05,28/12/2016 03:00,28/12/2016 12:45,0,0,,FL-EK-0584-20161228-DXB-DAC-0,DAC,28/12/2016 12:45,A0WWJ,0,0,0,B7773ER,F05,0,none,1.00E+10
A0WWK,EK0081_2016-12-28_D_10,EK0081,D,A06,28/12/2016 03:00,28/12/2016 10:50,0,0,,FL-EK-0081-20161228-DXB-LYS-0,LYS,28/12/2016 10:50,A0WWK,0,0,0,B7773ER,A06,0,none,1.00E+10
A0WWL,EK0637_2016-12-28_A_06,EK0637,A,B24,28/12/2016 03:00,28/12/2016 06:30,0,0,,FL-EK-0637-20161228-PEW-DXB-0,DXB,28/12/2016 06:30,A0WWL,1,0,0,B7773ER,B24,0,B01,267.4032022
A0WWL,EK0378_2016-12-28_D_08,EK0378,D,B22,28/12/2016 03:00,28/12/2016 08:45,0,0,,FL-EK-0378-20161228-DXB-HKT-0,HKT,28/12/2016 08:45,A0WWL,1,0,0,B7773ER,B22,0,A02,267.4032022
A0WWM,EK0522_2016-12-28_D_17,EK0522,D,F23,28/12/2016 03:00,28/12/2016 17:40,0,0,,FL-EK-0522-20161228-DXB-TRV-0,TRV,28/12/2016 17:40,A0WWM,0,0,0,B7773ER,F23,0,none,1.00E+10
A0WWM,EK0768_2016-12-28_A_15,EK0768,A,F09,28/12/2016 03:00,28/12/2016 15:20,0,0,,FL-EK-0768-20161228-JNB-DXB-0,DXB,28/12/2016 15:20,A0WWM,0,0,0,B7773ER,F09,0,none,1.00E+10
A0WWN,EK0797_2016-12-28_A_03,EK0797,A,B26L,28/12/2016 03:00,28/12/2016 03:35,0,0,,FL-EK-0797-20161227-DKR-DXB-0,DXB,28/12/2016 03:35,A0WWN,0,0,0,B7773ER,B26L,0,none,1.00E+10
A0WWN,EK0641_2016-12-28_A_15,EK0641,A,B16,28/12/2016 03:00,28/12/2016 15:05,0,0,,FL-EK-0641-20161228-KBL-DXB-0,DXB,28/12/2016 15:05,A0WWN,0,0,0,B7773ER,B16,0,none,1.00E+10
A0WWN,EK0853_2016-12-28_D_21,EK0853,D,B18L,28/12/2016 03:00,28/12/2016 21:40,0,0,AC-EK-A0WWN,FL-EK-0853-20161229-DXB-KWI-0,KWI,28/12/2016 21:40,A0WCJ,0,0,0,B7773ER,B18L,0,none,1.00E+10
A0WWN,EK0640_2016-12-28_D_05,EK0640,D,B20,28/12/2016 03:00,28/12/2016 05:55,0,89,,FL-EK-0640-20161228-DXB-KBL-0,KBL,28/12/2016 07:24,A0WWN,1,0,0,B7773ER,B20,0,B01,267.4032022
